,/api/instagram-graph,/api/facebook,/api/twitgoo,/api/facebook-graph,/api/feedzilla,/api/twitter,/api/social-share-count,/api/youtube,/api/wikipedia,/api/twitpic,/api/geoplugin,/api/yfrog,/api/faroo,/api/lockerz
Mashup: Skimzee,1,1,1,1,1,1,1,1,1,1,1,1,1,1
